,Target,features
1842,1.0,"(102.9375410079956, 68.69292083795997, 518889, 34991, 0.005325637715998891, 812.8160887482996, -0.890423720273511, -1.2151863116564912, -1.92376332288929, -4.1389149928620315, -2.4557689991839675)"
1843,0.0,"(122.01514339447021, 51.09480442779468, 530152, 26465, 0.009511882383352, 821.5902209255147, -1.0415593551977993, -1.5630236366980366, -1.6340429160994654, -3.0902161646071, 1.483351640462089)"
1844,0.0,"(162.01480865478516, 41.74253013224568, 528211, 39103, 0.004341073602111809, 820.0848329070018, -0.9015065101453217, -1.467836319013333, -2.1007351289891445, -4.301155571709316, -2.8328035197560433)"
1845,1.0,"(116.95892143249512, 70.02444477087104, 522792, 34298, 0.0055847174452113265, 815.8672980768289, 0.6425878983910693, 1.6819877629057793, 4.116836296689704, 8.647645165230427, -5.316797495348685)"
1846,1.0,"(109.10033416748047, 69.91325196727055, 495253, 56775, 0.0019307351055294975, 794.0879700944497, 0.7817787571999393, 4.143781913126096, 6.061228462403724, 11.55279921344969, 8.13316647799242)"
1847,1.0,"(131.17828369140625, 47.248325085432896, 528391, 57470, 0.002010401878990604, 820.2245523526818, 0.5192397574799779, 1.222370696414321, 2.7952236411661597, 5.4920552692074125, 3.4066828123874657)"
1848,0.0,"(163.24354362487793, 35.60601449707874, 528625, 40787, 0.003993135398167839, 820.4061520586163, -0.7351944868204123, -1.0699530672334066, -1.2716011716012647, -2.469923222097167, -1.7653148572280872)"
1849,0.0,"(152.17271423339844, 60.41964758423175, 527843, 36708, 0.004922584552191145, 819.7991101554346, -0.7788793785832075, -0.9490798251979043, -2.738824351509679, -5.312322949040331, -3.16484561164693)"
1850,0.0,"(153.30673503875732, 42.400620294430915, 536887, 42329, 0.003765448698339895, 826.7924524656883, -0.6075068609729111, -0.8957798447545928, -1.2474865080936839, -2.5189537551239067, -1.6830289855861882)"
1851,0.0,"(116.80757522583008, 55.650555190845076, 532028, 33466, 0.00596948327680836, 823.0425800080815, -1.0387983551402507, -0.9335220266119553, -1.32871263616675, 1.3130454336279203, -1.7738983382251121)"
1852,1.0,"(126.15658950805664, 70.95103803087088, 528548, 36443, 0.005001105955161939, 820.3463993281623, -0.8048784902033146, -1.1107378369242138, -0.8388959631970891, -1.968764385674956, -1.3483578792430793)"
1853,0.0,"(102.1639347076416, 64.64509044417855, 519272, 28654, 0.007947568069706729, 813.1160094806382, -0.8358059710986027, -0.32974308994689755, -1.584212632438209, 1.1266741098470294, 1.6490989097339654)"
1854,1.0,"(151.85009765625, 67.74522923461942, 523556, 37917, 0.004576200749482133, 816.4632282493578, -0.9006501604016782, -0.7925819416277853, -1.1340841574843288, -1.5851708374041171, 1.4233854047395478)"
1855,0.0,"(113.91266441345215, 51.70636319251386, 535142, 48322, 0.00287997753051041, 825.4477309004274, -0.760856109365704, -1.1732864774183462, -0.08033840735532374, 0.68673972486418, 0.6383513601458789)"
1856,0.0,"(110.1190824508667, 48.17748497354277, 533702, 35505, 0.005320220843657766, 824.3363946255471, -0.7969132138803727, -1.2799740027888458, -0.26120437888384457, 0.7067072546849149, 0.7705615638698453)"
1857,1.0,"(119.56634998321533, 67.2818428706745, 524298, 32493, 0.006240342750809097, 817.0415820663942, -0.951378412324141, -1.331028226131913, -0.4338258535576719, 1.3681431646783513, -0.46662463723386793)"
1858,1.0,"(103.65231609344482, 72.9015726081753, 518751, 36145, 0.004989676077454691, 812.7079961898434, -0.9197714199375181, -1.3128448461567996, -1.4003949760798888, 2.5551991305032375, -2.0519701023541637)"
1859,0.0,"(98.25582122802734, 65.07669349711429, 507328, 80058, 0.0009946933703775015, 803.7101913945104, 0.7200002753495858, 3.9940533527765747, 4.244310865677983, 8.32195286465151, 6.9210025497837435)"
1860,1.0,"(100.76352310180664, 65.52052639417343, 526918, 45970, 0.00313331379843013, 819.0804810473526, -0.5853927302616825, -0.995336875987863, -0.8913130124232567, -1.8119553379608708, -1.3888320261090619)"
1861,0.0,"(137.83938789367676, 47.32938095620379, 532504, 29113, 0.007895121496473768, 823.4106815736926, -0.9097400847219455, -1.7062961110561612, -1.9958425182156059, -3.9207426785248884, -2.830240654761166)"
1862,1.0,"(119.59895896911621, 69.61643638491519, 519556, 32101, 0.006335853187375425, 813.3383336007361, -0.9501963260102168, -1.1493765264329654, -0.4192015321583743, -0.40324777157271596, -0.344578184555818)"
1863,0.0,"(106.09129333496094, 55.766281732632486, 517503, 50906, 0.002509486071000594, 811.7298098007002, 0.5966761979971975, 1.8167581447943704, 3.6492721233601015, 6.92287608008212, -4.558591573325069)"
1864,0.0,"(67.63879585266113, 62.51473024298943, 471914, 59795, 0.0016586050565607184, 775.1513184624984, -0.6388684128878614, -0.3576255721498572, -1.319619929594043, 2.3233102124363776, 1.2822248283860744)"
1865,0.0,"(146.9209909439087, 54.30934935792975, 525464, 44179, 0.003383148560391179, 817.9495975515347, -0.9573683987499841, -0.9681692108729182, -2.5649243237705304, -4.9963927118324145, -3.038004648187765)"
1866,1.0,"(139.68328952789307, 56.80665169703661, 526938, 36366, 0.0050070083305967395, 819.0960256426943, -0.8133609127309217, -1.1514437475495287, 0.12667563969458956, 0.5024296326520593, -0.34738150834543735)"
1867,0.0,"(117.55095481872559, 46.49847007084558, 529688, 66680, 0.0014970586532015765, 821.2306058420369, -0.4305586220181294, -0.17752159343679422, 0.044423109147154534, 0.3905225422647006, 0.18429945796600322)"
1868,1.0,"(115.32849884033203, 68.06370455516479, 524364, 35496, 0.005229785785609501, 817.0930061109989, 0.6151534269779343, 1.6032364757723114, 3.8667440633527317, -7.8675600372511, -4.921988416261846)"
1869,1.0,"(127.38572216033936, 61.474277530571186, 525433, 36202, 0.0050380454518184565, 817.9254695318093, -1.0146525948706322, -1.5922530203431926, -1.4136626853707261, -2.4671331138029333, -1.2259565443616638)"
1870,0.0,"(146.2094783782959, 61.42334921373676, 527861, 48918, 0.002771992524746929, 819.8130880410777, -0.8065478007410631, -1.3449304043550003, -2.4665516834977406, -4.986487767930436, -3.0857720759347056)"
1871,0.0,"(122.00408935546875, 62.4925773826087, 525466, 61128, 0.0017671528324593295, 817.9511541735283, -0.40427694765333577, -0.23626384881194631, 0.0011999724695387548, -0.1073894887482346, 0.668940644135403)"
1872,1.0,"(105.15508842468262, 38.029625101227666, 523899, 55129, 0.0021661932787584207, 816.7306313878566, -0.5109164590786894, -0.17427935785285043, -0.4763773652631975, 0.9210567800821092, 0.2718849739857092)"
1873,0.0,"(125.34819984436035, 56.85908952584871, 528731, 62041, 0.0017261838919560126, 820.4884019456748, -0.6050260700360164, -0.9632131566540358, -0.7734061748893325, -1.422260781345762, -1.2452618882904511)"
1874,0.0,"(156.62230491638184, 49.50034521814527, 532615, 32578, 0.006306296986070221, 823.496496725468, -0.664105086448381, -0.9209502690490219, -0.7396696041317176, -1.5695755905364515, -1.016108482001516)"
1875,0.0,"(113.91359043121338, 46.582949431712166, 525036, 43779, 0.0034424470764805857, 817.61641226774, -0.3037703805319742, 0.09367949072240957, -0.9812119860297907, -1.878102406823744, -0.7968721217699133)"
1876,0.0,"(121.72581481933594, 44.73728626584745, 529846, 60422, 0.0018237669068519246, 821.3530786572527, -0.5412934986920874, 1.4008288822062125, -0.7531040839906655, 1.193240060094945, -0.04988520777806326)"
1877,1.0,"(126.29303932189941, 65.01307112973694, 523016, 32521, 0.006214369267363672, 816.042066151743, -0.9057024169627094, -0.6068480207681655, 0.5520247926814288, 0.17494532151269182, 0.3699212064375596)"
1878,1.0,"(125.94489765167236, 63.03998321145565, 516450, 41898, 0.003697017964814865, 810.9035472104404, 0.5405625801592078, 1.975144898489215, 2.0635269374104834, 5.191356267894432, -3.144637639163885)"
1879,1.0,"(92.56384468078613, 72.77002093092425, 473636, 37416, 0.0042514772055283825, 776.5642826000842, 0.5996604954139968, 1.6722522785921454, 3.269981248400972, -7.065456715709107, -4.336604103266723)"
1880,1.0,"(107.65976524353027, 34.6471584102766, 527545, 68376, 0.0014179535143268704, 819.5676638492465, -0.4741934697791753, -0.4525294774530863, -1.1256626128019618, -2.365853682776459, -1.3095640988049664)"
1881,0.0,"(109.08743190765381, 46.102197767341735, 535348, 61039, 0.0018056402560974506, 825.6065914192303, 0.19265147314197142, 2.01067744232585, 0.6417678065503055, 1.600086632110839, 1.6924319459148136)"
1882,0.0,"(154.61242866516113, 45.44636507705942, 532914, 39988, 0.004188009197085301, 823.7276119828657, 0.4882051485324918, 1.7128984772251339, 1.9265275226606786, 3.6929223994705223, 3.2406622285399767)"
1883,0.0,"(111.94720935821533, 62.40515509223431, 526348, 33792, 0.005792353361326557, 818.637335999442, -0.9589642841949899, -1.8398908259386721, -2.0650342047094012, -4.131885989262779, -2.9841481719857175)"
1884,0.0,"(119.99809169769287, 76.99526356819665, 505287, 82809, 0.0009259614548563716, 802.0918836645812, -0.3186403259428794, 1.4696288633734733, -0.9524621179980883, 1.4554851533977071, 0.05539353104402829)"
1885,1.0,"(110.10085487365723, 64.24910821699291, 518268, 41061, 0.0038628266111101167, 812.3295589665585, 0.5826110651147067, 1.4873557304556653, 3.4382819852522695, 7.0562171142656425, 4.395795040853601)"
1886,0.0,"(167.65753078460693, 47.57781994944434, 525835, 37475, 0.00470517814064279, 818.2383002559916, -1.291588391756903, -2.47172413891159, -3.5235676336229873, -7.038545505015249, -4.73381855133087)"
1887,0.0,"(111.76140594482422, 58.27374335075047, 526467, 38398, 0.004487079966745607, 818.7298720567651, -0.8016690506231717, 0.7176768953179993, -0.9320028410269346, -1.0801660323770363, -0.24915993623541255)"
1888,0.0,"(143.89223766326904, 44.21128608798607, 525241, 55845, 0.0021164104292563627, 817.7760156156706, 0.618429689477883, 1.6133851095255425, 3.291403829040776, 6.619476828299018, 4.23825524158124)"
1889,1.0,"(102.5111722946167, 39.3366668496159, 524742, 66900, 0.0014733416112932228, 817.3874633143199, -0.7596148213666387, -1.4637134180085647, -1.4726820564557346, -2.9381498572215596, -2.191236825105425)"
1890,1.0,"(149.87485694885254, 63.73161628648971, 520229, 33732, 0.005745399587227631, 813.8649366559717, -1.539385382534784, -2.3890181755701283, -3.9526254565059085, -7.752841327078382, -5.1184279629018805)"
1891,0.0,"(130.12095069885254, 49.546349089225444, 532709, 58398, 0.0019629261045960166, 823.569162023642, -0.20173111532730006, 0.18057045866308868, -0.4069891220351711, -0.5776438657206953, -0.21194447610456033)"
1892,1.0,"(110.7153959274292, 33.02451042619864, 528696, 65989, 0.0015257128165122962, 820.461244875894, -0.5236618902093143, -0.3106934886829577, -0.04392212441035893, 0.24735316534791638, 1.2160809189765078)"
1893,0.0,"(109.11446380615234, 51.202779197478606, 526937, 41367, 0.0038695503850441695, 819.0952484199335, -0.7846587350903002, -1.4219508144336084, -1.2780354054720648, -2.751996874593613, -1.7201885030424793)"
1894,0.0,"(117.58718204498291, 54.150908368655635, 528893, 16480, 0.024471650888029422, 820.6140886760442, -1.2015242884887545, -2.009255588838868, -2.1895352421231133, 3.119773091504575, 2.7161223545490825)"
1895,1.0,"(126.48324966430664, 72.14698366426117, 513989, 26274, 0.009356454231734037, 808.9691714514722, -0.9821197982038415, -1.5438252732021345, -1.0004749786760687, -2.4542952059037613, -1.580245003046683)"
1896,1.0,"(97.98699951171875, 71.46441194724956, 516004, 34055, 0.0055911502485576844, 810.5533283143824, 0.6371174960424524, 1.734959058713884, 3.7003570568456015, 7.936145496985597, -4.6918974283391455)"
1897,1.0,"(113.76070880889893, 68.60796126089205, 515993, 35866, 0.00504066442330299, 810.5446887165018, -0.9715304794679027, -1.4837231943198117, -1.338996033437661, 2.010583072048579, -2.0458005296384427)"
1898,0.0,"(117.25420475006104, 50.42591815656571, 530712, 31537, 0.006705451342550176, 822.0240296156115, -0.712582525075471, -0.8398735854085151, -1.3294431858289248, -2.8388712588840033, -1.73065704475178)"
1899,1.0,"(121.09971141815186, 66.86816975783798, 525925, 38003, 0.004576125393062397, 818.308320601007, -0.9123823485279619, -1.5077724925560945, -0.8873756848044216, -2.165890903234676, -1.6384531053090328)"
1900,1.0,"(152.15799236297607, 48.11374912160975, 523595, 46565, 0.003034493000764408, 816.4936371005027, -0.8531985653073091, -1.3833630457691632, -0.5565376762293446, 1.041160734656099, 0.6812583043757047)"
1901,0.0,"(97.69196128845215, 57.367280718221814, 519682, 45230, 0.003192231385135225, 813.4369508985062, -0.5864353417744209, -0.9281230367581801, -0.20573905076827914, 0.932992105775982, 0.668274418637733)"
1902,1.0,"(154.54667568206787, 63.11479723636975, 522729, 37397, 0.0046969174775394334, 815.8181378100555, -0.9711550330762062, -1.6430301401691185, -1.3074036820175705, -2.9267085448396517, -1.97778939231488)"
1903,1.0,"(151.9119520187378, 70.4148385690788, 525142, 29862, 0.007400291645372662, 817.698942766415, -1.4352017633900416, -1.9536519822443452, -2.0577271424969465, -4.254153225825349, 2.8477180637944244)"
1904,0.0,"(177.42302417755127, 77.88065836142074, 521470, 23673, 0.01169317896059425, 814.8350909190432, -1.1182532590787715, -2.023233084661761, -2.0817387853322433, -4.35110116225567, -2.813753052457488)"
1905,0.0,"(49.10638618469238, 64.48472429255727, 298834, 37705, 0.0026414474909632296, 616.8364986861491, 0.7659418622121148, 3.284528058334655, 5.74620688516685, 11.315070669448858, 7.404678514549119)"
1906,0.0,"(151.6242094039917, 57.05641543480727, 528383, 31001, 0.006908874346731084, 820.2183431049317, 0.4148111103443743, 1.0723897198501238, 1.0933282202371393, 2.2013740670039024, 1.6333625137598449)"
1907,1.0,"(162.75743865966797, 70.26504865840286, 527121, 27682, 0.008644208902769198, 819.2382449936915, -0.8984606887299151, -1.1465211871831857, -1.6721710416477515, -3.07230999299798, -1.6030409217795827)"
1908,0.0,"(122.6417121887207, 67.75302660706488, 513181, 55835, 0.002068556519860723, 808.3330642790356, -0.631311025852134, -0.37148839603118516, -0.6480011085866044, 1.5952782556532843, 0.803062159461946)"
1909,0.0,"(129.90544605255127, 55.25124974161947, 522188, 42218, 0.0036816410213605074, 815.3958617666423, -0.9259142125752831, -1.5887379423178654, -1.8972238104320562, -3.692898751031778, -2.2741275898419273)"
1910,1.0,"(117.16973876953125, 61.617594409099404, 522711, 36262, 0.004995373854451436, 815.804091475436, -0.9218883360303041, -1.290300717736248, -1.2402429705350584, -2.2412158512400193, -1.848905314528842)"
1911,1.0,"(112.10601615905762, 30.76786772943103, 529031, 58784, 0.001923856682606706, 820.7211399682525, -0.420416340870801, -0.03712851595209121, -0.2798472563367501, -0.35121375761193163, 0.0786337604415377)"
1912,0.0,"(117.93927955627441, 48.42874903160809, 530441, 57523, 0.0020144843306871578, 821.8141257905369, 0.5215080586120056, 3.1725508522583192, 1.9097827464084223, 4.073925389653607, -3.634070628382363)"
1913,0.0,"(119.63389301300049, 61.4110152927357, 521664, 26993, 0.008997014527855804, 814.986646433378, -0.8885391217850906, -1.6551504034663043, -1.6746074375300182, -3.2816711938646552, -2.461681652646581)"
1914,1.0,"(117.8463020324707, 72.69357274057072, 512122, 33990, 0.005570330553209321, 807.4985957442037, -0.7175945528025346, -1.1974591282582854, -0.970794927202844, 1.6121950828454885, -1.5610384953410454)"
1915,0.0,"(139.97426414489746, 53.482403503976215, 531079, 18981, 0.018523831187028342, 822.3082051022022, -1.0701545847857916, -1.9420628660280779, -1.8614192206807634, 3.9807896878167535, 2.807708594037713)"
1916,1.0,"(108.07687377929688, 34.071895757410445, 525820, 55639, 0.002134461537036296, 818.2266296159294, -0.8389472446162484, -0.9246768019065922, -1.3069678565417586, 2.656318847415811, -1.5540126098714189)"
1917,0.0,"(108.14303779602051, 52.48411230952783, 529689, 45305, 0.0032429372750173145, 821.231381043871, -0.744366987141008, -1.3475826744011326, -1.7633539868934374, -3.5670021942695103, -2.4290532592793626)"
1918,0.0,"(117.38029670715332, 65.29178268962646, 520995, 59681, 0.001838108894137911, 814.4638952153105, 0.0133608418907458, 1.1352457464981827, 0.7105690753129329, 1.4474770271079305, 1.3606438162461767)"
1919,1.0,"(130.3983612060547, 67.46628180327406, 528265, 36810, 0.004899255250771175, 820.1267512400267, -0.8344831463852826, -1.1311859350101803, -1.7491351777048783, -3.752659790418554, -2.3061661101013287)"
1920,0.0,"(150.96673393249512, 43.46428474416383, 533204, 51562, 0.002520250756107591, 823.9517086643899, -0.5382883141138979, -0.75996693385567, -1.1443649165482717, -2.358357378933367, -1.269363450368941)"
1921,0.0,"(112.83949851989746, 55.89369240526667, 533562, 51936, 0.002485751782531041, 824.2282681199322, -0.5517973160307983, -0.10017425032348672, -0.6720110443112404, -1.622198469323465, -0.8562937973959925)"
1922,0.0,"(112.72661304473877, 52.20876387969932, 532452, 38097, 0.004610083279878067, 823.3704768045347, -0.8555404588507262, -1.3458326223403658, -1.091133149493496, -2.169723077520772, 1.315133181806225)"
1923,1.0,"(110.12060832977295, 27.715191498117715, 533788, 60271, 0.0018465534187748246, 824.402808161819, -0.6542937336777306, -0.23939230852756485, -0.5767183595605235, -1.6002925549212448, -0.6613752334613598)"
1924,1.0,"(115.955002784729, 67.93432640584867, 521810, 31885, 0.006449847095383737, 815.1006850924954, -0.903899135907205, -1.0939673922230224, -1.7996445798159635, -3.8497494366260527, -2.341961330705524)"
1925,0.0,"(118.664137840271, 46.26041095237929, 529083, 27738, 0.008641385578693782, 820.7614745144379, -0.7337981045666021, -1.3664593184412508, -1.9345238200067039, -3.8001899719260743, -2.6152668200847513)"
1926,0.0,"(159.91953086853027, 45.280806768188306, 533172, 32712, 0.006261278231741411, 823.9269837464581, -0.5778593551721734, -0.4007455888773511, -1.269964353980268, -2.6459552745708947, -1.466203389172186)"
1927,0.0,"(108.72444152832031, 53.77024421955116, 534443, 45529, 0.0032399255751140318, 824.9084567434708, -0.5757082504242537, -0.5185618459988849, -0.29062537598714117, 0.5979848118054065, 0.07462249963826922)"
1928,1.0,"(105.99689197540283, 36.88554871368768, 517838, 56463, 0.002041154514490745, 811.9924995753146, 0.571813952563454, 1.4433991704872857, 3.640154734487214, -7.361201596354325, -4.972673328044074)"
1929,0.0,"(107.96166515350342, 51.9591529050302, 532424, 44428, 0.003389643008949151, 823.3488272695081, -1.071239910890057, -2.002189449244743, -3.171769608827692, -6.435015673819948, -4.109782180974155)"
1930,0.0,"(124.22296237945557, 55.058385255385794, 524713, 49718, 0.0026674997548028737, 817.3648764392934, -0.4388309531081286, -0.21399935813456722, -0.9077815728677818, -1.725857780609337, -0.9532361043588229)"
1931,1.0,"(118.29912662506104, 63.7085475103543, 524503, 36815, 0.004863044357859147, 817.2012976814385, -0.9135592783960162, -1.485707128404048, -0.9553955521827752, -2.249584168540672, -1.6911397002672122)"
1932,1.0,"(155.4062385559082, 60.12691519932489, 525001, 32097, 0.006403849402344141, 817.5891598018562, -0.9717008846835671, -1.1746406624246737, 0.8121122100489295, 1.0243538443701221, 1.076042251951979)"
1933,0.0,"(113.22614574432373, 54.52481288426119, 522794, 42424, 0.0036502047879921735, 815.8688586717076, -1.1190255008283796, -2.0526371626642876, -0.8193515387814503, -1.3005586692108535, 0.7681743584123253)"
1934,1.0,"(115.90999507904053, 63.45898881286918, 525451, 32801, 0.00613716668037463, 817.9394794363676, 0.22188597363887105, 0.7681312180152267, 0.9817124775390708, 2.110486575798085, 1.445878548665526)"
1935,0.0,"(141.0940637588501, 43.925356810279155, 533562, 35994, 0.005175288098678214, 824.2282681199322, -0.9049530086281895, -1.1872718473237875, -0.7501575001313907, -0.9211389050373433, 1.159628922465349)"
1936,1.0,"(105.04750728607178, 72.82496949148103, 512789, 38822, 0.004275557524571445, 808.0242774231474, 0.47297947498019416, 2.1803244604632, 2.3943130921397864, 5.468271061001309, -3.6355329812196984)"
1937,0.0,"(94.67916488647461, 64.63144699383238, 511876, 35796, 0.005020022142424512, 807.3046297407542, 0.47223481248765076, 1.0982585459050855, 3.5459252775268193, -7.168556882346757, -4.497466665603659)"
1938,0.0,"(108.80009460449219, 44.541858580705515, 526656, 90170, 0.0008139781760640858, 818.8768195962332, -0.9874283301732624, -1.905695145223944, -2.721329130232064, -5.509371107700974, -3.657511786332821)"
1939,1.0,"(166.77663326263428, 58.05404577484813, 529189, 34036, 0.005740419647198884, 820.8436887976029, -0.898563385200992, 0.2284606304985881, -1.4167255590662313, 1.5492099882947508, 0.5388761999457461)"
1940,1.0,"(141.1360101699829, 61.439190641544734, 524907, 46775, 0.0030148425502970135, 817.5159629684915, -0.8043592919608678, -1.1810287221088585, -1.1464034862740824, 2.29931719625536, -0.7990463907421748)"
1941,0.0,"(112.90938472747803, 55.439100851009016, 526954, 45987, 0.0031312115598155998, 819.1084611065697, -0.8595507252371744, -1.3998099274095965, -1.593352877388089, -3.0930705167832437, 1.6488299630693264)"
1942,1.0,"(119.6663932800293, 75.34814749370022, 522546, 37718, 0.004615694743971542, 815.6753221369274, -0.6548920127953942, -0.9885038354135569, -1.6766442328562832, -3.082788374501091, -2.1579642423835903)"
1943,0.0,"(112.24141597747803, 47.91416150398876, 531027, 44786, 0.003326916613697721, 822.2679464274886, -0.6885522009825387, -1.0402218600893596, -2.078902536190227, -3.994085040714032, -2.5901313066999103)"
1944,0.0,"(102.71206092834473, 51.508752854114555, 524880, 75892, 0.0011451909114543778, 817.4949371345319, -0.25123183664397325, 0.06842081476660787, 1.2396571525814115, 1.9935337103234207, 1.7962416114857709)"
1945,0.0,"(115.5215072631836, 50.04564401998082, 532732, 35676, 0.005259764967754092, 823.5869408543658, -0.6419909453659819, -1.146437468442724, -1.8837911348984873, -3.579284077275013, -2.4559622034283866)"
1946,1.0,"(107.39253044128418, 35.19347260782537, 532314, 52218, 0.0024532244509692333, 823.2637700130824, -0.4016780608640249, 0.2964797956653457, -0.4677920845174355, 0.3314456189545926, -0.05308181513047218)"
1947,0.0,"(113.72226619720459, 57.76854208301024, 524198, 59803, 0.0018418713054956309, 816.963660679643, 0.04254775400445458, 0.7689488468725885, 0.614280532019278, 2.0917049577378353, -2.65954799566376)"
1948,1.0,"(160.4086742401123, 57.44654071428241, 523337, 32392, 0.006267809336826798, 816.292449813831, -1.2179977794799224, -2.385910917166205, -2.447312967547813, -5.068692008006296, -3.4620185289960523)"
1949,1.0,"(166.91327476501465, 55.36734788934632, 524930, 48090, 0.002852342700385571, 817.5338734375653, -0.8718927899932398, -1.4675319972903598, -1.4569625452312107, -3.1768105396315103, -2.1775554700284423)"
1950,0.0,"(108.85913562774658, 55.371168037129856, 526894, 42751, 0.003622768320190427, 819.0618271435245, 0.5068775401109632, 1.7044210721027657, 2.146285383415764, -5.138501487377202, 3.148213427488757)"
1951,0.0,"(128.58348846435547, 56.677032135808226, 522515, 53298, 0.0023114622305205695, 815.6511268411842, 0.5802794049889431, 1.4608048630081825, 3.962766208937779, 8.479790009510575, -4.8906987881860955)"
1952,1.0,"(138.8301191329956, 69.28521590256759, 528190, 25997, 0.009820951590026408, 820.0685307543911, -0.960221991515886, -1.4510363910144761, -0.42305825583180934, 1.3776708771524662, 1.0718829322112495)"
1953,1.0,"(170.28424167633057, 58.81242290376327, 525521, 40296, 0.0040670177102661515, 817.993960117535, -0.7343382057720431, 0.0037356681577364694, -1.4241888611542073, -3.016575091228083, -1.359605792914591)"
1954,1.0,"(125.23007106781006, 67.83237332048685, 529039, 37637, 0.0046931837116075455, 820.7273454120715, -0.8675680452915215, -1.2197738253085961, -0.7067132644384365, -1.930038086532174, -1.2864886487449319)"
1955,0.0,"(122.76686763763428, 62.667351799678265, 528126, 31701, 0.006603915206889332, 820.0188460046528, -0.9260540196619144, -0.7115542921363341, -1.7921806141265415, 3.82215285764986, 2.0242180726436065)"
1956,0.0,"(112.47946739196777, 50.96195711219517, 531462, 37414, 0.0047710481302876, 822.6046650269126, -0.8646995222907246, -1.2060951875832604, -0.8111463518196087, 0.842259334120377, 1.4085147067819381)"
1957,0.0,"(120.72919082641602, 50.67841480592453, 528186, 41913, 0.0037783245049090772, 820.0654255457224, -0.5694339464892983, -0.9662070254102594, -1.7636287372648425, -3.582967748500701, -2.2215682098589626)"
1958,0.0,"(158.35431957244873, 51.88154658448835, 530280, 32859, 0.0061717230153702, 821.6893973894041, -0.9611544650375626, -1.6290729234372132, -1.66273262819198, -3.5896865672264733, -2.352126474929612)"
1959,0.0,"(142.33727645874023, 43.33662527402087, 535220, 54700, 0.0022478511275454004, 825.507885566912, -0.6437413347250834, -0.5131280064821959, -0.12927721741830434, 0.3752170454511471, 0.25544378408387514)"
1960,1.0,"(126.95884895324707, 71.00226604399845, 523241, 32890, 0.006078324531681434, 816.2175767690691, -0.9070060512951509, -1.0425529341888542, -0.525945184011858, 1.5716833678319535, 0.47533781840807143)"
1961,0.0,"(105.51013088226318, 56.25880668686302, 529030, 40173, 0.0041192830516606225, 820.7203642844761, -0.4289872185686766, -0.37737919410773246, -1.312939208469679, -2.2156852154708386, -1.4890548371920407)"
1962,1.0,"(107.26094245910645, 71.85251626302794, 518430, 34343, 0.005523616639386817, 812.4565078679907, 0.6158990372338282, 1.5187428776815086, 4.244206652272808, 8.216356292127728, 5.108360558310799)"
1963,1.0,"(144.40783786773682, 67.75793238540894, 532898, 31144, 0.00690406979163358, 823.7152462533875, -0.6886846676832246, -1.0366027669192073, -1.8200870294085776, -3.6930115844923592, -2.337962664324485)"
1964,1.0,"(119.58065986633301, 65.78384176807005, 521343, 37476, 0.004664734713456983, 814.7358614734372, -0.8935524373782471, -0.9180355196777363, -1.7516736351648707, -3.7099600354251097, -2.150110011605871)"
1965,1.0,"(120.22884559631348, 67.8047165143941, 515187, 32315, 0.006199639536533526, 809.911391038226, -1.0347588339928988, -1.498513712528494, -0.2984961118643211, 1.6105387968575826, 1.0392487380777509)"
1966,1.0,"(134.80856227874756, 67.9497239161711, 525715, 38624, 0.004428388720606184, 818.1449304740854, -0.579087416715515, -0.5174651761023259, -1.621160543375884, -3.161976885637019, -1.8707580095585536)"
1967,1.0,"(122.97222900390625, 73.26847876628052, 524326, 35201, 0.005317423559213985, 817.0633987230176, -0.7951221379492591, -1.1481999404436987, -1.8451888893727662, -3.7042539454707244, -2.389970245576365)"
1968,1.0,"(122.46048927307129, 69.67758151283076, 524428, 40490, 0.004019760531993302, 817.142868760642, -0.6542345547776947, -0.28479673614521783, -0.7597361333320691, 1.1969825571252217, 0.14785350597012584)"
1969,1.0,"(126.77449131011963, 68.99108884833983, 526380, 40595, 0.004013877853167889, 818.6622206732732, 0.5367990215891216, 1.4177587829097598, 2.580465663374404, 5.199190244881951, 3.4188503341966103)"
1970,0.0,"(111.25725364685059, 69.05108110318207, 510988, 81010, 0.0009784605065726972, 806.6040717013095, -0.6776017047040036, -0.6878502988056356, -1.404882868463288, 1.8264278736878272, -0.8371475226742956)"
1971,0.0,"(118.27968406677246, 47.83646460493637, 532200, 38885, 0.004423036544449284, 823.1756104914999, -0.7044030668081553, -0.4228926394182554, -1.011219491836396, -0.8451456664607417, -1.2179020720935212)"
1972,0.0,"(110.04382514953613, 49.085107928355626, 526902, 68947, 0.0013928647994187785, 819.068045158671, -0.5223766731466433, -0.43281919771837707, -0.004267811139316415, -0.49601382924890747, -0.2161890216436637)"
1973,1.0,"(105.65984535217285, 75.18595614680635, 505042, 35280, 0.0050989435888155405, 801.8974037569495, -0.7522315159486411, -0.899298482336692, -1.2229957577048465, -2.065251798217308, 1.474828664740207)"
1974,0.0,"(99.65047073364258, 61.35411447290617, 527227, 67605, 0.0014496056489264049, 819.3206121245124, -0.14014859205890917, 1.210582688480412, 0.24349594187583856, 0.8595290656085686, -0.8793582291526107)"
1975,1.0,"(130.99482345581055, 63.0817403026248, 527589, 40297, 0.004082819360401894, 819.601841242002, -0.4926944267330611, -0.7949851984109192, -1.4472673278562147, -2.9031352927265077, -1.8417779731531052)"
